f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,target
0.13643067846607673,0.15645092156022292,0.13567674113009198,0.03542558250118878,0.22495561755008872,0.2375705455522709,0.4074675324675325,0.3409040793825799,0.44928180068117873,0.2857142857142857,0.18715440238196512,0.19724501758499416,0.29566719447243417,0.03836238011756213,0.06309559634868091,0.21483818440871158,0.2850481815355922,0.2726233766233766,0.482221754681254,0.44317208904109595,0.555543844856661,0.4960637971577549,0.39896153438592774,0.5441040876959329,0.6630122950819671,0.6051327238682673,0.6957663620128166,0.8023878139151914,0.674411525974026,0.3455843187386811,0.08991825613079021,0.2471354751741182,0.4876614512233539,0.7774244833068362,0.8503630970645394,0.8494959677419355,0.6933085501858737,0.5941561817614641,0.48197343453510444,0.2861655773420479,0.017371163867979156,0.3391941391941392,0.36531747058062847,0.5483122906467405,0.37546204151265283,0.1900713110257817,0.1903295907279971,0.40221623240491167,0.193336698637052,0.3927272727272727,0.23107569721115537,0.027104136947218256,0.15584415584415584,0.43567251461988304,0.14965986394557823,0.41794871794871796,0.5028409090909091,0.1853546910755149,0.24517906336088152,0.06004618937644342,0
0.3230088495575221,0.22160308615516505,0.2720105124835742,0.15002377555872565,0.2830332234339335,0.666756248320344,0.574404761904762,0.755457552370452,0.48304457278246704,0.3945373945373945,0.6563164610803914,0.9255568581477139,0.969483230171297,0.7759100752810146,0.7456113953255089,0.9446366782006921,1.0,0.8830129870129869,0.7921312855038923,0.7664811643835617,0.495362563237774,0.39188222063183725,0.3596481932817633,0.3764983095994263,0.30840163934426224,0.2510188346734222,0.29309801449732115,0.2555578427336353,0.4341517857142857,0.15074038563971448,0.3603269754768393,0.2856661424399012,0.158248451118345,0.22564917859035508,0.11077017490027616,0.41350806451612904,0.3809315547780451,0.07008422585005719,0.1548597933797175,0.20185185185185184,0.1521713954834974,0.06434676434676434,0.1811716022242338,0.2097397577943829,0.08828547057150982,0.027838727372462974,0.09597971749366171,0.22222222222222224,0.20646138313982837,0.07393939393939394,0.12450199203187251,0.10841654778887302,0.21818181818181817,0.1111111111111111,0.199546485260771,0.47948717948717945,0.3892045454545455,0.10526315789473685,0.14049586776859505,0.08775981524249424,0
0.18215339233038352,0.246892413201886,0.35611038107752957,0.24369947693770805,0.23002789753994418,0.5853265251276538,0.648809523809524,0.819404630650496,0.8178587294535761,0.8695838695838695,0.8569403090883313,0.9999999999999999,0.7715560673672089,0.5204702485304734,0.6468050957969705,0.688886627315286,0.6641798777328775,0.7455584415584414,0.8873343151693669,0.8522046232876712,0.7864671163575041,0.666394029240364,0.39525272862138394,0.34924700338080117,0.5216188524590163,0.16433527921577262,0.4820884546696082,0.849011939069576,0.5978084415584415,0.8416959625013317,0.8752043596730246,0.5213435183104919,0.14543736217578496,0.2646528881822999,0.41004398077119775,0.2986895161290323,0.6303301989940958,0.6626806696474993,0.5275142314990513,0.5013071895424837,0.49646786334684423,0.30903540903540905,0.2753135911030648,0.2862664261788199,0.30011373329542224,0.02413603949533736,0.24411445128576603,0.22282120395327942,0.06562342251388188,0.12848484848484848,0.03286852589641434,0.31954350927246783,0.41818181818181815,0.24853801169590645,0.3945578231292517,0.6153846153846155,0.8892045454545456,0.36842105263157904,0.2589531680440771,0.16628175519630484,0
0.06268436578171092,0.07072438919845693,0.19973718791064388,0.034950071326676185,0.03499873193000253,0.07148615963450686,0.28814935064935066,0.26923925027563395,0.07744706056567452,0.1645931645931646,0.08393591379554799,0.25732708089097306,0.0,0.20501185933793956,0.17032801685224194,0.20038672908609811,0.03564397471764584,0.19802597402597402,0.375131495897328,0.35498715753424653,0.23492833052276557,0.3548716900112463,0.5290876337819221,0.47198032988423316,0.2971311475409836,0.48606674743914524,0.5016283223027629,0.2301358583779333,0.1974431818181818,0.3138382869926494,0.6297547683923707,0.7791507526398561,0.5925653680562847,0.3481717011128776,0.38150761992431215,0.2955645161290323,0.5529193089875355,0.8766767183113238,1.0,0.985838779956427,0.6671685002895194,0.6043956043956046,0.41510409931462566,0.4125225457356351,0.6106056297981234,0.5010970927043336,0.4808040565012677,0.4719976040730758,0.3437657748611812,0.3563636363636363,0.2400398406374502,0.16119828815977172,0.08051948051948052,0.4093567251461988,0.17913832199546487,0.17692307692307693,0.1335227272727273,0.09382151029748285,0.10743801652892562,0.25635103926097,0
0.5508849557522125,0.2828975567938277,0.1530880420499343,0.07988587731811699,0.13264012173471973,0.14700349368449342,0.3181818181818182,0.5318632855567805,0.5166592625499777,0.6214786214786214,0.5477101942435844,0.5445486518171161,0.5861522959550886,0.39826750541404554,0.45109840505567256,0.5255444738449013,0.7208579421821574,0.6044675324675324,0.16179255207237536,0.4259417808219178,0.38322091062394603,0.41641958899907994,0.5475256967256542,0.5286343612334803,0.2992827868852459,0.15023681022139002,0.6843155793675807,1.0,0.7221996753246752,0.43794609566421644,0.5036512261580381,0.5678499213659852,0.2524414575238895,0.08150503444621093,0.17674133169683953,0.41340725806451617,0.465012027115679,0.2946864926692316,0.25901328273244784,0.2519607843137255,0.187492762015055,0.29157509157509165,0.23884650200439675,0.10834836382375676,0.09837930054023315,0.07240811848601207,0.0646504889532778,0.02545672356993112,0.11610297829379101,0.055757575757575756,0.1553784860557769,0.032810271041369465,0.1272727272727273,0.2777777777777778,0.23582766439909297,0.028205128205128206,0.19602272727272732,0.10297482837528604,0.2920110192837465,0.20323325635103925,0
0.19985250737463128,0.19159879982854697,0.08607095926412614,0.02757964812173086,0.0803956378392087,0.23864552539639886,0.31601731601731603,0.39206174200661514,0.30060713756848806,0.41841841841841837,0.38267403941585143,0.5882180539273153,0.8865697423348209,0.817263071052903,0.9999999999999999,1.0,0.9490208268573206,0.8987012987012986,0.7090258783925942,0.47795376712328763,0.16462900505902192,0.3850322052959821,0.5644802373635688,0.2697469521565414,0.18473360655737706,0.5354113889194845,0.5156003781909866,0.3567311650885138,0.33147321428571425,0.4744859912645148,0.5556403269754769,0.49135025836890583,0.29633518849102175,0.21049284578696342,0.12110054208857524,0.27983870967741936,0.377870107150667,0.3925340542788812,0.3882563778199452,0.34629629629629627,0.27180081065431383,0.31672771672771677,0.09349540928488298,0.15949497552177272,0.16946261017912995,0.1493417443773999,0.11282144150670047,0.14794848757112908,0.1332660272589601,0.09818181818181818,0.10358565737051792,0.0527817403708987,0.023376623376623374,0.08187134502923976,0.015873015873015876,0.21794871794871798,0.15340909090909094,0.05491990846681923,0.13774104683195593,0.12933025404157042,0
0.2227138643067847,0.40720102871838837,0.42904073587385017,0.3209700427960058,0.40755769718488455,0.432141897339425,0.18885281385281386,0.29680264608599777,0.29734932622538135,0.48620048620048617,0.21225010633772864,0.06184056271981243,0.047358572045487254,0.35877075384139423,0.5404754739693048,0.5371463464278445,0.4974614029634235,0.40384415584415584,0.16095097832947614,0.3828125,0.7600126475548059,0.9729066557611696,0.9353608138179504,0.5450261243725029,0.5151639344262294,0.6504020266549179,0.5496375669713206,0.5295389048991355,0.2062702922077922,0.1636305528922979,0.5808174386920981,0.6649067625252751,0.2612622072876194,0.17604663487016428,0.28086325048583416,0.512399193548387,0.6343756833588454,0.4055318706457316,0.5384777566940756,0.6553376906318082,0.5393167342211929,0.28339438339438344,0.2530712530712531,0.22532852357639782,0.1853852715382428,0.08187054306088866,0.20354943860919955,0.31356693620844567,0.25593134780413934,0.19272727272727275,0.1942231075697211,0.275320970042796,0.6311688311688312,0.3538011695906433,0.145124716553288,0.3435897435897436,0.2528409090909091,0.3203661327231122,0.09641873278236913,0.22401847575057737,0
0.37168141592920356,0.2323189027003858,0.2716819973718791,0.062054208273894434,0.2766928734466142,0.22037086804622413,0.2689393939393939,0.12304299889746416,0.20583444395083667,0.3896753896753896,0.3563022827165745,0.4176436107854631,0.3559809989923708,0.36382386305042796,0.5612398435148961,0.42886220232037453,0.2350015542430836,0.08561038961038961,0.6503261098253735,0.9360017123287672,0.7715008431703203,0.5247929659544014,0.6618628801525908,0.9153775227947957,0.7554303278688523,0.8039431655468663,0.8815001575795778,0.59767393989296,0.28642451298701294,0.05219985085756898,0.09111716621253407,0.02471354751741181,0.05386957891420771,0.40211976682564915,0.3521530121714227,0.09778225806451613,0.17100371747211898,0.36882603722574614,0.4129243095087498,0.2645969498910675,0.09160393746381008,0.2612942612942613,0.24298461140566405,0.1851326977583097,0.305089564970145,0.3236423477783873,0.20373053241579137,0.07607067984426476,0.14386673397274105,0.21575757575757576,0.05179282868525896,0.10413694721825961,0.2987012987012987,0.1023391812865497,0.26077097505668934,0.2384615384615385,0.23295454545454553,0.10068649885583525,0.12947658402203854,0.10854503464203233,0
0.15339233038348085,0.15816545220745823,0.1540735873850197,0.09914407988587733,0.14709611970580772,0.13141628594463853,0.19480519480519484,0.009481808158765157,0.09018214127054643,0.19648219648219645,0.12292641429179074,0.2077960140679953,0.5252627033251763,0.3428895534701454,0.16872304142842814,0.09912477101567271,0.0,0.35542857142857137,0.7265937302756155,0.9919734589041096,0.9791315345699831,0.886514671301503,0.6515841898908551,0.41460915889765393,0.3211065573770492,0.7098799427249697,0.959134362853241,0.7275627830382873,0.4780844155844155,0.10450623202301053,0.2752043596730246,0.4147382610649293,0.2827890370681508,0.32782193958664546,0.3257645494527974,0.21229838709677418,0.23092062103651873,0.24363106998024336,0.13799283154121866,0.29139433551198257,0.2545454545454546,0.2056166056166056,0.27427906375274796,0.14158721978871425,0.14003411998862667,0.17430060340098738,0.26421586381745743,0.34860736747529203,0.392226148409894,0.5321212121212121,0.060756972111553786,0.19543509272467902,0.3194805194805195,0.39473684210526316,0.1179138321995465,0.11538461538461538,0.17613636363636367,0.20594965675057209,0.15977961432506887,0.03695150115473442,0
0.10988200589970502,0.07158165452207459,0.10906701708278581,0.0028530670470756064,0.030433679939132638,0.152915882827197,0.2767857142857143,0.14156560088202863,0.13134903006071375,0.019734019734019736,0.07259322274209556,0.1201641266119578,0.15575068374838058,0.06362792616273073,0.016751930986056776,0.09881945857927946,0.25665734120816497,0.297038961038961,0.28865979381443296,0.3935145547945206,0.5855817875210791,0.7599427461404764,0.9155451944473878,0.9712119659870916,0.9187499999999998,0.7295957704593016,0.8202542283853347,0.8875051461506793,0.7269683441558441,0.6693299243634814,0.5827792915531336,0.508986744551786,0.27554342119080116,0.00996290408055114,0.0021478981282602033,0.10362903225806452,0.13590640717253444,0.10273474056358532,0.03426101623445077,0.036492374727668836,0.030110017371163866,0.16666666666666669,0.206517522306996,0.17830456068023703,0.05288598237133921,0.0943499725726824,0.15700833031510322,0.15363881401617252,0.04644119131751641,0.24000000000000002,0.11752988047808764,0.11697574893009982,0.5662337662337662,0.49415204678362573,0.17687074829931976,0.1641025641025641,0.08238636363636365,0.07322654462242563,0.15151515151515152,0.07852193995381063,0
